Data	M2
Recipe	AU1404
Site Name	
Points	1998
X-Resolution	0.500751
X-Coord	-2938.84
Y-Coord	34576.99
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
327	  -14041.2	  -4488.88	   -65.503	   -65.503	   -65.503
328	  -14049.9	  -4497.53	  -66.9488	  -66.9488	  -66.9488
329	  -14053.1	  -4500.73	  -64.3253	  -64.3253	  -64.3253
330	  -14067.4	  -4515.02	  -60.4279	  -60.4279	  -60.4279
331	  -14080.6	  -4528.28	  -55.1146	  -55.1146	  -55.1146
332	  -14081.3	  -4528.99	  -46.8728	  -46.8728	  -46.8728
333	  -14087.8	   -4535.5	   -34.917	   -34.917	   -34.917
334	  -14080.7	  -4528.38	   -19.447	   -19.447	   -19.447
335	  -14075.6	  -4523.22	  -1.15038	  -1.15038	  -1.15038
336	  -14073.1	  -4520.79	   19.4216	   19.4216	   19.4216
337	  -14056.6	  -4504.27	   40.9375	   40.9375	   40.9375
338	    -14049	  -4496.68	   58.9209	   58.9209	   58.9209
339	  -14032.5	  -4480.13	   65.6079	   65.6079	   65.6079
340	  -14065.5	  -4513.12	   54.6379	   54.6379	   54.6379
341	  -14121.8	  -4569.43	   26.3698	   26.3698	   26.3698
342	  -14172.1	  -4619.78	  -13.4894	  -13.4894	  -13.4894
343	    -14246	  -4693.68	  -58.5949	  -58.5949	  -58.5949
344	  -14298.4	  -4746.04	  -103.671	  -103.671	  -103.671
345	  -14363.2	   -4810.9	  -143.576	  -143.576	  -143.576
346	  -14417.3	  -4864.95	  -172.082	  -172.082	  -172.082
347	  -14438.5	  -4886.19	  -183.931	  -183.931	  -183.931
348	  -14442.6	  -4890.25	  -177.997	  -177.997	  -177.997
349	  -14428.3	  -4875.95	  -156.083	  -156.083	  -156.083
350	  -14417.3	  -4864.98	  -120.029	  -120.029	  -120.029
351	  -14367.1	  -4814.77	  -73.5576	  -73.5576	  -73.5576
352	  -14310.6	  -4758.22	  -25.7222	  -25.7222	  -25.7222
353	  -14285.3	  -4732.94	   13.1716	   13.1716	   13.1716
354	  -14281.1	  -4728.73	   39.2171	   39.2171	   39.2171
355	  -14289.7	  -4737.36	   54.6894	   54.6894	   54.6894
356	  -14280.1	   -4727.8	   60.8948	   60.8948	   60.8948
357	  -14295.5	  -4743.18	   55.4892	   55.4892	   55.4892
358	  -14340.9	  -4788.58	   37.5944	   37.5944	   37.5944
359	  -14382.9	  -4830.57	   10.7407	   10.7407	   10.7407
360	  -14433.3	  -4880.99	  -20.4673	  -20.4673	  -20.4673
361	  -14474.4	  -4922.11	  -53.1734	  -53.1734	  -53.1734
362	  -14526.2	  -4973.82	  -84.9464	  -84.9464	  -84.9464
363	  -14580.5	  -5028.13	  -112.025	  -112.025	  -112.025
364	  -14601.3	  -5049.01	  -131.946	  -131.946	  -131.946
365	  -14623.9	  -5071.56	  -146.415	  -146.415	  -146.415
366	  -14650.2	  -5097.83	  -157.687	  -157.687	  -157.687
367	  -14682.7	  -5130.33	  -162.834	  -162.834	  -162.834
368	  -14704.5	   -5152.2	  -154.292	  -154.292	  -154.292
369	  -14676.2	  -5123.86	  -127.557	  -127.557	  -127.557
370	  -14636.2	  -5083.85	  -87.6057	  -87.6057	  -87.6057
371	  -14588.6	  -5036.25	  -46.6319	  -46.6319	  -46.6319
372	  -14567.1	  -5014.73	  -15.8356	  -15.8356	  -15.8356
373	  -14579.4	  -5027.03	   1.50434	   1.50434	   1.50434
374	  -14588.9	  -5036.51	   9.50691	   9.50691	   9.50691
375	  -14603.1	  -5050.76	   12.8454	   12.8454	   12.8454
376	    -14601	  -5048.68	   12.1773	   12.1773	   12.1773
377	    -14631	   -5078.7	   7.00137	   7.00137	   7.00137
378	  -14663.2	  -5110.89	  0.652985	  0.652985	  0.652985
379	  -14678.3	  -5125.98	  -1.18498	  -1.18498	  -1.18498
380	  -14688.4	   -5136.1	   3.43727	   3.43727	   3.43727
381	  -14669.5	   -5117.2	   9.65573	   9.65573	   9.65573
382	  -14684.1	  -5131.75	   9.67742	   9.67742	   9.67742
383	  -14715.4	  -5163.09	  0.505748	  0.505748	  0.505748
384	  -14753.4	  -5201.01	  -13.6037	  -13.6037	  -13.6037
385	  -14785.5	   -5233.2	  -25.5471	  -25.5471	  -25.5471
386	  -14801.1	  -5248.75	   -30.343	   -30.343	   -30.343
387	  -14813.2	  -5260.85	  -27.1812	  -27.1812	  -27.1812
388	  -14804.2	  -5251.86	  -19.1966	  -19.1966	  -19.1966
389	  -14807.6	  -5255.22	  -10.9221	  -10.9221	  -10.9221
390	  -14823.7	  -5271.36	  -4.28862	  -4.28862	  -4.28862
391	  -14831.1	  -5278.76	   1.34788	   1.34788	   1.34788
392	  -14829.9	  -5277.59	   5.33799	   5.33799	   5.33799
